id,question,answer
trivia_7630,How many basic positions are there in classical ballet?,5
trivia_7630,How many basic positions are there in classical ballet?,6
trivia_766,What was the top speed in miles per hour of the first ever train?,15 mph
trivia_766,What was the top speed in miles per hour of the first ever train?,5 mph
trivia_7661,For which human physical reaction is horripilation the correct medical term?,cutis anserina
trivia_7661,For which human physical reaction is horripilation the correct medical term?,goosebumps
trivia_7661,For which human physical reaction is horripilation the correct medical term?,gooseflesh (goose pimples)
trivia_7661,For which human physical reaction is horripilation the correct medical term?,piloerection
trivia_7665,What colour is the cross on the Finnish flag?,blue
trivia_7678,What was the capital of the Confederacy in the American Civil War?,"Danville, Virginia"
trivia_7678,What was the capital of the Confederacy in the American Civil War?,"Montgomery, Alabama"
trivia_7678,What was the capital of the Confederacy in the American Civil War?,"Richmond, Virginia"
trivia_7682,Green plover and peewit are alternative names for which British bird?,Lapwing
trivia_7682,Green plover and peewit are alternative names for which British bird?,Northern lapwing
trivia_7687,What name is given to a painful infection of the tip of a finger?,felon
trivia_7687,What name is given to a painful infection of the tip of a finger?,whitlow
trivia_770,What is the second biggest city in the UK?,Birmingham
trivia_770,What is the second biggest city in the UK?,Manchester (Greater Manchester urban area)
trivia_7700,Which car company produces a model called Eos?,Volkswagen
trivia_7731,Which group recorded the 90s albums 'Nevermind' and 'In Utero'?,Nirvana
trivia_7741,Astrophobia is the fear of what?,celestial bodies
trivia_7741,Astrophobia is the fear of what?,outer space
trivia_7741,Astrophobia is the fear of what?,stars
trivia_7747,"""We Will Stand Together"" is a song to music from which classical work?",Beethoven’s Symphony No. 9 (Ode to Joy)
trivia_7756,Which fruit is known as ananas in French?,Pineapple
trivia_7768,What is the name of the fuel depot near Hemel Hempstead that caught fire in December 2005?,Buncefield oil depot
trivia_7768,What is the name of the fuel depot near Hemel Hempstead that caught fire in December 2005?,Hertfordshire Oil Storage Terminal (HOSL)
trivia_777,What is the southernmost city in USA?,"Honolulu, Hawaii"
trivia_777,What is the southernmost city in USA?,"Key West, Florida"
trivia_777,What is the southernmost city in USA?,"Pago Pago, American Samoa"
trivia_7778,"According to Greek legend, who was the wife of Odysseus?",Penelope
trivia_7789,Who designed the Volkswagen Beetle?,Erwin Komenda
trivia_7789,Who designed the Volkswagen Beetle?,Ferdinand Porsche
trivia_7792,In which town did the Co-operative Movement begin?,Fenwick
trivia_7792,In which town did the Co-operative Movement begin?,New Lanark
trivia_7792,In which town did the Co-operative Movement begin?,Rochdale
trivia_7793,Nomophobia is the fear of being without or losing what?,a mobile phone (cell phone)
trivia_7793,Nomophobia is the fear of being without or losing what?,mobile phone signal/coverage
trivia_7796,"To within five years either way, in which year was the Boy Scout movement founded by Robert Baden-Powell?",1907
trivia_7796,"To within five years either way, in which year was the Boy Scout movement founded by Robert Baden-Powell?",1908
trivia_7803,"Which organisation was founded in Ontario, Canada in 1897 by Adelaide Hoodless?",Women's Institute
trivia_7810,What was the first name of Tory politician Enoch Powell?,Enoch
trivia_7810,What was the first name of Tory politician Enoch Powell?,John
trivia_7815,In which year did women get the vote at 21 in the UK?,1928
trivia_7815,In which year did women get the vote at 21 in the UK?,1929
trivia_7834,Las Vegas is in which US State?,Nevada
trivia_7834,Las Vegas is in which US State?,New Mexico
trivia_7840,Which British Cathedral has three spires?,Lichfield Cathedral
trivia_7840,Which British Cathedral has three spires?,"St Mary's Episcopal Cathedral, Edinburgh"
trivia_7840,Which British Cathedral has three spires?,Truro Cathedral
trivia_7892,"In Arthurian legend, the Fisher King is is the keeper of which relic?",Holy Grail
trivia_7892,"In Arthurian legend, the Fisher King is is the keeper of which relic?",Holy Lance (Bleeding Lance/Spear of Longinus)
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1810
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1811
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1812
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1813
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1814
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1815
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1816
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1817
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1818
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1819
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1820
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1821
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1822
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1823
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1824
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1825
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1826
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1827
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1828
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1829
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1830
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1831
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1832
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1833
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1834
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1835
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1836
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1837
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1838
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1839
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1840
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1841
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1842
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1843
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1844
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1845
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1846
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1847
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1848
trivia_7904,Give a year in the life of composer Frederic Chopin.?,1849
trivia_7914,Who was the last Briton to win the Nobel Prize for Literature?,Abdulrazak Gurnah
trivia_7914,Who was the last Briton to win the Nobel Prize for Literature?,Kazuo Ishiguro
trivia_7934,Which Olympic event starts using a ?deny'?,Athletics (track races)
trivia_7934,Which Olympic event starts using a ?deny'?,Short track speed skating
trivia_7934,Which Olympic event starts using a ?deny'?,Speed skating
trivia_7947,What was the name of the Super Typhoon that devastated the Philippines and Southeast Asia in November 2013?,Typhoon Haiyan
trivia_7947,What was the name of the Super Typhoon that devastated the Philippines and Southeast Asia in November 2013?,Typhoon Yolanda
trivia_7952,Digestive biscuits were invented as a cure for what?,flatulence
trivia_7952,Digestive biscuits were invented as a cure for what?,indigestion (dyspepsia/heartburn)
trivia_7957,Who composed the opera The Huguenots?,Giacomo Meyerbeer
trivia_7960,"The contract of footballer Nicolas Anelka was terminated after he made an offensive gesture, what name was given to the gesture?",quenelle
trivia_7960,"The contract of footballer Nicolas Anelka was terminated after he made an offensive gesture, what name was given to the gesture?",quenelle salute
trivia_7979,"Which is the only English football team, in the top four divisions, to have a Latin word in its name?",Aston Villa
trivia_7979,"Which is the only English football team, in the top four divisions, to have a Latin word in its name?",Brighton & Hove Albion
trivia_7979,"Which is the only English football team, in the top four divisions, to have a Latin word in its name?",West Bromwich Albion
trivia_7990,"Which racehorse, unbeaten in 14 races, won an unprecedented 9 consecutive Group One races including the 2,000 Guineas in 2011 and is the highest ever rated by Timeform?",Frankel
trivia_7999,In which 1816 novel do we meet the characters Anne Elliot and Frederick Wentworth?,Persuasion
trivia_8,To the nearest million what is the population of Australia?,26 million
trivia_8,To the nearest million what is the population of Australia?,27 million
trivia_800,In the 'Jungle Book' what type of creature was 'Bagheera'?,black panther
trivia_800,In the 'Jungle Book' what type of creature was 'Bagheera'?,leopard
trivia_800,In the 'Jungle Book' what type of creature was 'Bagheera'?,panther
trivia_8013,"Which US pop group had a 1979 UK No.1 single hit with ""When You're in Love with a Beautiful Woman""?""",Dr. Hook
trivia_8017,"Adi Dassler founded the Adidas company, which company was founded by his brother Rudolf in 1948?",Puma
trivia_8017,"Adi Dassler founded the Adidas company, which company was founded by his brother Rudolf in 1948?",Ruda
trivia_8075,Which British town or city has the post code DL?,Barnard Castle
trivia_8075,Which British town or city has the post code DL?,Bedale
trivia_8075,Which British town or city has the post code DL?,Bishop Auckland
trivia_8075,Which British town or city has the post code DL?,Catterick Garrison
trivia_8075,Which British town or city has the post code DL?,Crook
trivia_8075,Which British town or city has the post code DL?,Darlington
trivia_8075,Which British town or city has the post code DL?,Ferryhill
trivia_8075,Which British town or city has the post code DL?,Hawes
trivia_8075,Which British town or city has the post code DL?,Leyburn
